;artist_name;link;nationality;birth;demise
771;Auriol, George;https://web.archive.org/web/20080617202940/http://www.nga.gov/cgi-bin/tsearch?artistid=17811;French;1863;1938
772;Aury, Pierre;https://web.archive.org/web/20080617202940/http://www.nga.gov/cgi-bin/tsearch?artistid=23139;Dutch;active 1672;Unknown
773;Aury, Pierre F.(?);https://web.archive.org/web/20080617202940/http://www.nga.gov/cgi-bin/tsearch?artistid=23139;Dutch;active 1672;Unknown
774;Austen, John;https://web.archive.org/web/20080617202940/http://www.nga.gov/cgi-bin/tsearch?artistid=16983;British;1886;1948
775;Austin, Robert Sargent;https://web.archive.org/web/20080617202940/http://www.nga.gov/cgi-bin/tsearch?artistid=2350;British;1895;1973
776;Austin, Frederick George;https://web.archive.org/web/20080617202940/http://www.nga.gov/cgi-bin/tsearch?artistid=2941;British;born 1902;Unknown
777;Austin, Diedre;https://web.archive.org/web/20080617202940/http://www.nga.gov/cgi-bin/tsearch?artistid=25772;Unknown;Unknown;Unknown
778;Austrian 12th Century;https://web.archive.org/web/20080617202940/http://www.nga.gov/cgi-bin/tsearch?artistid=2820;Austrian;1100;1199
779;Austrian 14th Century;https://web.archive.org/web/20080617202940/http://www.nga.gov/cgi-bin/tsearch?artistid=9802;Austrian;1300;1399
780;Austrian 15th Century;https://web.archive.org/web/20080617202940/http://www.nga.gov/cgi-bin/tsearch?artistid=2821;Austrian;1400;1499
781;Austrian 16th Century;https://web.archive.org/web/20080617202940/http://www.nga.gov/cgi-bin/tsearch?artistid=2010;Austrian;1500;1599
782;Austrian 17th Century;https://web.archive.org/web/20080617202940/http://www.nga.gov/cgi-bin/tsearch?artistid=2822;Austrian;1600;1699
783;Austrian 18th Century;https://web.archive.org/web/20080617202940/http://www.nga.gov/cgi-bin/tsearch?artistid=6685;Austrian;1700;1799
784;Auvray, Pierre-Laurent;https://web.archive.org/web/20080617202940/http://www.nga.gov/cgi-bin/tsearch?artistid=2942;French;born 1736;Unknown
785;Auwercx, Albert;https://web.archive.org/web/20080617202951/http://www.nga.gov/cgi-bin/tsearch?artistid=5489;Flemish;active 1657/1680;Unknown
786;Avati, Mario;https://web.archive.org/web/20080617202951/http://www.nga.gov/cgi-bin/tsearch?artistid=2943;French;born 1921;Unknown
787;Aved, Jacques-Andre-Joseph-Camelot;https://web.archive.org/web/20080617202951/http://www.nga.gov/cgi-bin/tsearch?artistid=2944;French;1702;1766
788;Avedisian, Edward;https://web.archive.org/web/20080617202951/http://www.nga.gov/cgi-bin/tsearch?artistid=5903;American;born 1936;Unknown
789;Aveline, Pierre-Alexandre;https://web.archive.org/web/20080617202951/http://www.nga.gov/cgi-bin/tsearch?artistid=2946;French;probably 1702;1760
790;Aveline, Francois-Antoine;https://web.archive.org/web/20080617202951/http://www.nga.gov/cgi-bin/tsearch?artistid=6034;French;1727;1780
791;Aveline, Antoine;https://web.archive.org/web/20080617202951/http://www.nga.gov/cgi-bin/tsearch?artistid=19749;French;1691;1743
792;Avelli, Francesco Xanto;https://web.archive.org/web/20080617202951/http://www.nga.gov/cgi-bin/tsearch?artistid=2336;Italian;active 1530/1542;Unknown
793;Avercamp, Hendrick;https://web.archive.org/web/20080617202951/http://www.nga.gov/cgi-bin/tsearch?artistid=129;Dutch;1585;1634
794;Averlino, Antonio;https://web.archive.org/web/20080617202951/http://www.nga.gov/cgi-bin/tsearch?artistid=5763;Italian;c. 1400;c. 1469
795;Averlino, Antonio di Pietro;https://web.archive.org/web/20080617202951/http://www.nga.gov/cgi-bin/tsearch?artistid=5763;Italian;c. 1400;c. 1469
796;Averlino, called Filarete, Antonio;https://web.archive.org/web/20080617202951/http://www.nga.gov/cgi-bin/tsearch?artistid=5763;Italian;c. 1400;c. 1469
797;Avery, Milton;https://web.archive.org/web/20080617202951/http://www.nga.gov/cgi-bin/tsearch?artistid=2947;American;1885;1965
798;Avery, George A.;https://web.archive.org/web/20080617202951/http://www.nga.gov/cgi-bin/tsearch?artistid=6455;American;mentioned 1868;active 1871/1881
799;Avery, March;https://web.archive.org/web/20080617202951/http://www.nga.gov/cgi-bin/tsearch?artistid=26467;Unknown;Unknown;Unknown
800;Aviler, Augustin-Charles d';https://web.archive.org/web/20080617202951/http://www.nga.gov/cgi-bin/tsearch?artistid=11388;French;1653;1701
801;Aviline, Francois Antoine;https://web.archive.org/web/20080617202951/http://www.nga.gov/cgi-bin/tsearch?artistid=6034;French;1727;1780
802;Avril I, Jean-Jacques;https://web.archive.org/web/20080617202951/http://www.nga.gov/cgi-bin/tsearch?artistid=2948;French;1744;1831
803;Axmann, Mikolas;https://web.archive.org/web/20080617202951/http://www.nga.gov/cgi-bin/tsearch?artistid=24893;Czech;born 1955;Unknown
804;Aycock, Alice;https://web.archive.org/web/20080617202951/http://www.nga.gov/cgi-bin/tsearch?artistid=6511;American;born 1946;Unknown
805;Ayers, G.A.;https://web.archive.org/web/20080619170350/http://www.nga.gov/cgi-bin/tsearch?artistid=7220;American;active c. 1935;Unknown
806;Ayres, Rolland;https://web.archive.org/web/20080619170350/http://www.nga.gov/cgi-bin/tsearch?artistid=7221;American;active c. 1935;Unknown
807;Azuma, Norio;https://web.archive.org/web/20080619170350/http://www.nga.gov/cgi-bin/tsearch?artistid=2949;American;born 1928;Unknown
808;Azuma, Kengiro;https://web.archive.org/web/20080619170350/http://www.nga.gov/cgi-bin/tsearch?artistid=5927;Japanese;born 1926;Unknown
809;Azzarone, Jennifer;https://web.archive.org/web/20080619170350/http://www.nga.gov/cgi-bin/tsearch?artistid=25879;Unknown;Unknown;Unknown
